date,open,high,low,close,volume
2019-06-25,24800,24900,24550,24600,58996
2019-06-24,25000,25100,24650,24700,72420
2019-06-21,25100,25150,24800,24900,131646
2019-06-20,25200,25350,24950,25050,98917
2019-06-19,25200,25250,24900,25050,112177
2019-06-18,25550,25550,24900,25100,131196
2019-06-17,26300,26300,25400,25650,73767
2019-06-14,26150,26250,25700,26150,102378
2019-06-13,25400,26250,25350,26150,172544
2019-06-12,25650,25800,25350,25450,71803
2019-06-11,25400,25500,25100,25500,72038
2019-06-10,25150,25500,25000,25400,46422
2019-06-07,25250,25450,24900,25050,58708
2019-06-05,25800,25850,25100,25250,74992
2019-06-04,25300,25950,25150,25750,115600
2019-06-03,24700,25200,24600,25100,101394
2019-05-31,25400,25450,24800,25000,99130
2019-05-30,25500,25700,24750,25400,93114
2019-05-29,26350,26350,25350,25500,100357
2019-05-28,26000,26600,25950,25950,165654
2019-05-27,26500,26550,25700,25900,72246
2019-05-24,26200,26550,25850,26200,115874
2019-05-23,25900,26450,25800,26150,76083
2019-05-22,26350,26400,25650,25750,70785
2019-05-21,25950,26650,25950,26350,96224
2019-05-20,26600,26700,26100,26150,92749
2019-05-17,26150,26850,25950,26450,192030
2019-05-16,25200,26200,25150,26000,428308
2019-05-15,24200,24350,23900,24350,94020
2019-05-14,24200,24500,23900,24200,120170
2019-05-13,24450,24600,24100,24200,106156
2019-05-10,24850,25250,24450,24700,133549
2019-05-09,25250,25500,24800,24800,123848
2019-05-08,25250,25500,25100,25200,101896
2019-05-07,25450,25700,25150,25600,106740
2019-05-03,25800,26000,25450,25750,104068
2019-05-02,26450,26650,25750,25950,204188
2019-04-30,26700,26800,26250,26550,68205
2019-04-29,26850,26850,26350,26800,64584
2019-04-26,26350,26850,26100,26600,102004
2019-04-25,26300,26450,26100,26200,52614
2019-04-24,26650,26700,26050,26250,93381
2019-04-23,26850,26850,26300,26550,81150
2019-04-22,26950,27100,26250,26800,140794
2019-04-19,27200,27300,26800,27050,81706
2019-04-18,27600,27650,27000,27150,78787
2019-04-17,27750,27800,27400,27550,85336
2019-04-16,28050,28250,27400,27550,119355
2019-04-15,28500,28600,28000,28300,105482
2019-04-12,27350,28450,27300,28450,213333
2019-04-11,27650,27850,27050,27100,136657
2019-04-10,27150,27800,26950,27650,79846
2019-04-09,27750,27750,26900,27050,110792
2019-04-08,27700,27800,27250,27600,79136
2019-04-05,27400,27600,27200,27550,78060
2019-04-04,27250,27450,26850,27350,121849
2019-04-03,27150,27300,26650,26950,153479
2019-04-02,28000,28200,27000,27150,235249
2019-04-01,28350,28700,28100,28200,79635
2019-03-29,28450,29450,27950,28350,132067
2019-03-28,28450,28450,27550,27950,63203
2019-03-27,28450,28800,28200,28550,41904
2019-03-26,28250,28800,27900,28450,59754
2019-03-25,28500,29000,28100,28250,73046
2019-03-22,28300,28600,27900,28500,76912
2019-03-21,29100,29550,28200,28300,163868
2019-03-20,28850,29550,28650,29100,46042
2019-03-19,29350,29500,28950,29100,89617
2019-03-18,29850,30050,29350,29550,89955
2019-03-15,29300,30400,29250,29900,274330
2019-03-14,29500,29500,28900,29300,132543
2019-03-13,29100,29550,29100,29250,130657
2019-03-12,29050,29200,28750,29050,83053
2019-03-11,28300,29600,28300,29200,322911
2019-03-08,28400,28600,27850,28100,121343
2019-03-07,28900,29100,28150,28550,103432
2019-03-06,28400,29000,28350,28800,96726
2019-03-05,28600,28850,28100,28650,119405
2019-03-04,28000,28950,27800,28700,186825
2019-02-28,27500,28600,27200,27650,254775
2019-02-27,26950,27400,26700,27300,113452
2019-02-26,26800,26950,26450,26700,62447
2019-02-25,27400,27400,26450,26550,104414
2019-02-22,26950,27400,26750,27150,91932
2019-02-21,26900,27450,26400,26900,140677
2019-02-20,26700,26950,26550,26850,81893
2019-02-19,26950,27050,26600,26750,56055
2019-02-18,26950,27150,26500,26900,99026
2019-02-15,26450,27050,26300,26800,179349
2019-02-14,26400,26700,26100,26600,98373
2019-02-13,26300,26700,26200,26550,82451
2019-02-12,26500,26800,26100,26300,90734
2019-02-11,26800,26900,26300,26500,115402
2019-02-08,25700,27100,25650,26750,565366
2019-02-07,25500,25500,24900,25050,74492
2019-02-01,25250,25500,25050,25400,79747
2019-01-31,25050,25400,24700,25200,138433
2019-01-30,25050,25100,24650,24850,163474
2019-01-29,25150,25450,24950,25050,92718
2019-01-28,25500,25550,25100,25200,125722
2019-01-25,25350,25800,25150,25700,108013
2019-01-24,26150,26250,25350,25450,148545
2019-01-23,26050,26600,25800,26350,74809
2019-01-22,25500,26100,25400,25950,58246
2019-01-21,25800,25850,25300,25600,57030
2019-01-18,25750,25850,25200,25650,91239
2019-01-17,26000,26250,25600,25600,78000
2019-01-16,26100,26700,25750,26050,118592
2019-01-15,26700,26850,26050,26050,80280
2019-01-14,26150,26800,26150,26600,91764
2019-01-11,26400,26900,25950,26000,107674
2019-01-10,26600,26850,26300,26600,94704
2019-01-09,26250,27300,26250,26850,193281
2019-01-08,26700,26700,26150,26250,69022
