date,open,high,low,close,volume
2019-06-25,254000,262000,254000,257000,99163
2019-06-24,257500,257500,252000,254000,52357
2019-06-21,256000,258000,254500,255000,76448
2019-06-20,257500,259500,255000,256000,60764
2019-06-19,256000,262000,254500,259000,133064
2019-06-18,247000,253500,247000,252000,105327
2019-06-17,249000,249500,245000,248500,102600
2019-06-14,257500,258000,246500,248000,207867
2019-06-13,258500,258500,256000,258000,86722
2019-06-12,259000,260500,257000,258000,68267
2019-06-11,258000,260500,256000,259000,106954
2019-06-10,257500,259000,256500,258000,89574
2019-06-07,265500,265500,254500,256000,183870
2019-06-05,266500,268000,263500,266500,111890
2019-06-04,258500,265000,258500,263000,119410
2019-06-03,255000,261000,254500,260000,83028
2019-05-31,254000,259000,251500,258000,122274
2019-05-30,254000,258500,251500,255000,95870
2019-05-29,258500,260000,251000,254500,104817
2019-05-28,261000,263000,257500,258000,141304
2019-05-27,261000,261500,257500,261000,138945
2019-05-24,263000,264000,259000,261000,103377
2019-05-23,264500,266000,262000,265500,100176
2019-05-22,263000,266000,262000,264500,68546
2019-05-21,257000,263000,257000,261500,86804
2019-05-20,264000,265000,254500,257000,131512
2019-05-17,264000,268500,263000,263500,73076
2019-05-16,263500,269000,261500,263000,94238
2019-05-15,265000,269500,264500,265000,188880
2019-05-14,260000,265000,259500,261500,173893
2019-05-13,265000,269500,261000,261500,103432
2019-05-10,262500,267000,260000,264500,118030
2019-05-09,269500,270500,261000,261000,154678
2019-05-08,264000,271000,264000,271000,133682
2019-05-07,265000,271000,260000,268000,158486
2019-05-03,271500,273500,268000,268000,91940
2019-05-02,268500,275000,268500,270500,96666
2019-04-30,275000,275500,266500,268500,163492
2019-04-29,267500,275000,267000,275000,138075
2019-04-26,272000,272500,265000,266000,188673
2019-04-25,275000,276000,272000,272500,125663
2019-04-24,278000,280500,275000,276000,126875
2019-04-23,281000,281000,275000,275500,179333
2019-04-22,282000,287000,280000,280500,115397
2019-04-19,283500,285000,280500,282000,112927
2019-04-18,287000,287500,281500,282000,202570
2019-04-17,294000,294000,286500,287000,205456
2019-04-16,300500,303500,293500,294000,125463
2019-04-15,306500,309000,300500,300500,128121
2019-04-12,301000,308000,297500,304500,147939
2019-04-11,296000,301500,296000,301000,143797
2019-04-10,298500,299000,292000,295500,121223
2019-04-09,300500,303000,297500,298500,76991
2019-04-08,301000,304000,295000,299000,127902
2019-04-05,307000,309500,298500,302500,104878
2019-04-04,307500,309500,305500,306500,102677
2019-04-03,298500,308500,298500,307500,142642
2019-04-02,302000,304000,298000,301000,106550
2019-04-01,296000,307500,296000,301000,290584
2019-03-29,283000,291500,278000,290500,247435
2019-03-28,274500,283000,274000,281500,132570
2019-03-27,276000,279000,275000,277000,83946
2019-03-26,276500,279500,274000,277500,93413
2019-03-25,276500,283000,275000,276500,136232
2019-03-22,289500,290500,279000,281000,228267
2019-03-21,289500,289500,285000,289000,182563
2019-03-20,293500,294000,285500,290500,113671
2019-03-19,296000,298000,292000,293500,95560
2019-03-18,296000,297500,293500,296000,115407
2019-03-15,291500,297000,290500,295000,155163
2019-03-14,293500,295500,288000,292500,204605
2019-03-13,290000,291000,284500,288000,121992
2019-03-12,292000,293500,288000,291000,112464
2019-03-11,295000,297500,284000,289000,172958
2019-03-08,293500,297000,289000,291500,147853
2019-03-07,307500,309000,292000,294000,265132
2019-03-06,312000,315500,306000,310000,102208
2019-03-05,314000,316000,308000,310500,111189
2019-03-04,319500,324000,311500,313000,175519
2019-02-28,328000,328000,318500,319000,197732
2019-02-27,328500,329500,325500,329500,58758
2019-02-26,326500,329500,323500,329000,99725
2019-02-25,334500,336000,325500,327500,142446
2019-02-22,331000,331500,326000,330500,107297
2019-02-21,326000,332500,324000,331000,164723
2019-02-20,322500,331500,322000,327000,244489
2019-02-19,312000,322000,312000,321500,293662
2019-02-18,301000,313000,300000,312500,291907
2019-02-15,299500,301000,293500,296500,100948
2019-02-14,299000,302500,294000,302000,145649
2019-02-13,288000,301000,287500,301000,263470
2019-02-12,283500,286000,278500,284500,132672
2019-02-11,287000,288500,278500,283500,156943
2019-02-08,302500,303000,287000,287000,211071
2019-02-07,301500,305000,294500,304000,96157
2019-02-01,300000,304000,297000,300000,85374
2019-01-31,309500,310000,298500,300000,118017
2019-01-30,302000,305000,294500,304500,120012
2019-01-29,303500,303500,296000,299000,126766
2019-01-28,299500,306500,298000,304500,181363
2019-01-25,288000,300000,287000,298500,177792
2019-01-24,287500,290000,284500,288500,59180
2019-01-23,289000,291000,283500,288000,120067
2019-01-22,293000,296000,289500,290500,122341
2019-01-21,287000,294500,287000,292000,199448
2019-01-18,285000,287500,280000,281500,131183
2019-01-17,277500,285000,277500,282500,200586
2019-01-16,269000,277500,268500,276500,188534
2019-01-15,266000,269500,264000,268500,103833
2019-01-14,272500,274000,264000,265000,117457
2019-01-11,266000,273000,264000,272500,128423
2019-01-10,269000,271000,264500,265000,124741
2019-01-09,264000,274000,261500,272000,135380
2019-01-08,276500,276500,263000,263000,107111
2019-01-07,265500,279000,261000,272500,224976
2019-01-04,263000,265000,251000,256500,261091
2019-01-03,277000,277500,266000,267500,97431
2019-01-02,277500,283500,274500,275000,111841
2018-12-28,281000,283500,274000,277000,101456
2018-12-27,291000,292000,278000,279500,210430
2018-12-26,286500,297000,285500,295500,179050
2018-12-24,284000,292000,280500,291500,148530
2018-12-21,280000,286500,279000,283500,123112
2018-12-20,277500,281000,274500,278000,80582
2018-12-19,277500,281500,274500,281500,154744
2018-12-18,272500,276500,268000,268500,91743
2018-12-17,274000,275000,270500,274500,56727
2018-12-14,275000,278500,269000,272000,79873
2018-12-13,270500,276000,267000,273500,156157
2018-12-12,265500,268500,263500,267000,112257
2018-12-11,267000,271000,264500,265500,87222
2018-12-10,273000,274500,262000,266000,188927
2018-12-07,280500,282000,277000,278500,63322
2018-12-06,278000,287500,277500,279500,129819
2018-12-05,279500,285000,275000,279500,125804
2018-12-04,288500,290000,282500,285500,118190
2018-12-03,278000,293500,278000,288500,367898
2018-11-30,277000,278000,270500,272500,171723
2018-11-29,280000,283500,274000,275500,163571
2018-11-28,288000,288000,273500,276000,242287
2018-11-27,290000,291500,285000,287000,90608
2018-11-26,281500,292500,277000,291500,176942
2018-11-23,284500,288000,276000,277500,73661
2018-11-22,284000,285000,278500,284500,86915
2018-11-21,280500,284500,278500,283500,119902
2018-11-20,288500,290500,278000,279000,148924
2018-11-19,290500,296000,286000,291500,156883
2018-11-16,296000,297000,289000,293500,113071
2018-11-15,289500,297500,288000,295000,167086
2018-11-14,289000,296500,286500,290500,248689
2018-11-13,281500,283500,275500,280000,95260
2018-11-12,287000,288500,278000,286000,135910
2018-11-09,276000,287000,276000,281500,155264
2018-11-08,283500,286000,276500,278500,150174
2018-11-07,279500,283000,277500,278500,114486
2018-11-06,283000,284000,277000,280500,103334
2018-11-05,283500,285000,274000,284500,169994
2018-11-02,272000,289500,270500,285500,364391
2018-11-01,265000,274000,261000,265000,151966
2018-10-31,255500,265500,248500,262500,144762
2018-10-30,250500,259000,247000,254000,140517
2018-10-29,269000,274500,255000,255500,188029
2018-10-26,283000,283000,265000,268000,189936
2018-10-25,269500,281500,261500,281000,332452
2018-10-24,262000,274500,262000,272500,282081
2018-10-23,261000,263000,254000,256000,131843
2018-10-22,260000,263500,252500,262000,82049
2018-10-19,254500,260500,250000,260000,163182
2018-10-18,271000,273000,256500,257500,159115
2018-10-17,268000,274500,267000,271000,93263
2018-10-16,267000,269500,263500,266500,90221
2018-10-15,269500,270000,262000,266000,101782
2018-10-12,264500,273000,262000,269000,165301
2018-10-11,268000,278000,263000,268000,316757
2018-10-10,273500,276000,267000,271500,8154268
2018-10-08,266000,278000,265500,270500,268886
2018-10-05,255000,263500,253500,262500,197454
2018-10-04,274500,274500,255000,257000,359452
2018-10-02,272500,276500,271000,274500,104710
2018-10-01,278000,283000,273000,273500,146439
2018-09-28,277500,280000,277000,278000,130560
2018-09-27,281500,282000,276000,277000,216757
2018-09-21,286500,287000,279000,284000,135055
2018-09-20,285500,285500,277000,283500,273259
2018-09-19,288500,293500,284000,286000,149132
2018-09-18,284500,291500,283500,286000,146092
2018-09-17,288000,289500,283500,286500,83779
2018-09-14,285000,293000,285000,290500,120057
2018-09-13,291000,296500,286000,286000,253043
2018-09-12,284500,290000,277000,288000,275191
2018-09-11,300000,300000,285500,287500,347855
2018-09-10,300500,303500,299000,300000,92985
2018-09-07,299500,304000,297000,302500,118930
2018-09-06,300500,305500,297500,297500,138906
2018-09-05,308500,308500,300000,300500,213957
2018-09-04,313500,314500,304000,308500,192140
2018-09-03,315500,316000,311500,312000,120087
2018-08-31,316000,316000,311500,316000,105825
2018-08-30,321000,321500,315500,316500,154875
2018-08-29,322500,327500,320500,322500,115629
2018-08-28,314000,325500,314000,321500,230821
2018-08-27,309500,317000,309500,311000,175243
2018-08-24,309000,313000,304000,311500,146181
2018-08-23,316000,316000,305500,311000,297695
2018-08-22,332000,332500,312500,315000,413988
2018-08-21,336500,337000,329000,331500,153070
2018-08-20,340000,342000,336500,338000,75334
2018-08-17,340500,343000,336000,336000,88293
2018-08-16,336000,343500,329500,340000,118754
