date,open,high,low,close,volume
2019-06-25,95800,97200,94400,94600,239814
2019-06-24,96700,97500,94500,95800,332759
2019-06-21,99900,100000,96600,96700,1036507
2019-06-20,102000,103500,100500,102000,263189
2019-06-19,101000,103500,100000,103000,557754
2019-06-18,97600,99500,97300,98300,465483
2019-06-17,95500,97700,94900,96900,319450
2019-06-14,95500,96200,94400,95200,243117
2019-06-13,97100,97100,93700,94800,527864
2019-06-12,94300,97800,94000,96100,447593
2019-06-11,94000,94500,92500,94300,297734
2019-06-10,93900,94300,92900,94100,223663
2019-06-07,94000,94500,92600,93500,310912
2019-06-05,92400,94000,91100,93500,585134
2019-06-04,94000,94100,90100,90700,817996
2019-06-03,92500,95700,92100,94800,358901
2019-05-31,91100,94900,90300,94600,948258
2019-05-30,94400,97400,90200,91200,884334
2019-05-29,92700,94100,91800,93600,305139
2019-05-28,92000,94000,91800,92400,444955
2019-05-27,92000,93200,91200,92300,407071
2019-05-24,92500,94900,91000,92700,563859
2019-05-23,98700,98700,93400,93600,936540
2019-05-22,97800,101500,97800,99700,500219
2019-05-21,98000,98400,97300,97500,241076
2019-05-20,97800,99500,96900,97500,373457
2019-05-17,99200,101000,97500,97600,441662
2019-05-16,101500,101500,97500,98600,801924
2019-05-15,102000,102500,96700,100500,1373470
2019-05-14,99300,106000,99300,105500,668716
2019-05-13,107500,109500,99900,101500,812571
2019-05-10,105500,109500,104500,109000,791825
2019-05-09,109500,109500,104500,104500,753620
2019-05-08,110000,113000,109000,109500,423386
2019-05-07,110500,113000,109500,111500,397064
2019-05-03,114500,115500,111500,113500,259403
2019-05-02,115000,118000,113500,114500,390852
2019-04-30,113500,116000,113000,115000,525127
2019-04-29,112500,113500,110000,112000,740348
2019-04-26,106000,108000,103500,107500,556590
2019-04-25,103000,107000,102500,107000,512622
2019-04-24,107000,107500,102500,103000,354196
2019-04-23,103000,105000,102000,105000,212149
2019-04-22,104500,104500,102000,103000,185701
2019-04-19,102000,105500,102000,104000,309864
2019-04-18,102500,104500,101500,103000,339946
2019-04-17,105000,106500,102000,102500,389092
2019-04-16,104000,105500,102000,105000,365515
