date,open,high,low,close,volume
2019-06-25,83200,84500,83000,84100,117401
2019-06-24,83900,84700,83000,83200,176856
2019-06-21,83200,83500,82800,83000,228531
2019-06-20,80600,82500,80600,82500,248934
2019-06-19,81200,81400,80500,81200,184641
2019-06-18,81400,81700,80300,80300,345021
2019-06-17,82800,83000,81600,81700,191804
2019-06-14,83500,84500,83000,83200,164320
2019-06-13,83200,83900,82500,83100,219214
2019-06-12,83800,84300,83000,83200,199083
2019-06-11,84900,85000,83900,84600,184863
2019-06-10,82600,85500,82300,85000,442514
2019-06-07,81800,82100,81300,81700,196340
2019-06-05,83000,83100,81600,81700,227889
2019-06-04,81700,82500,81500,82300,138112
2019-06-03,83000,83000,81200,82000,341456
2019-05-31,82100,83500,81300,83500,219812
2019-05-30,81500,82300,81000,82300,154790
2019-05-29,81700,82100,80700,81300,230444
2019-05-28,81000,82200,80900,81300,359213
2019-05-27,80800,81800,79900,81200,228088
2019-05-24,81200,81700,80600,81000,232011
2019-05-23,83000,83000,81400,82100,234688
2019-05-22,84100,84500,82800,83100,200808
2019-05-21,82600,85100,82600,84100,202662
2019-05-20,84500,85200,83000,83100,199434
2019-05-17,84400,85900,84400,84500,230406
2019-05-16,85100,85100,83300,83800,281046
2019-05-15,83000,85800,83000,85100,342650
2019-05-14,80700,82400,80200,82300,505123
2019-05-13,85000,85100,82100,82700,505624
2019-05-10,87100,88300,84500,85900,434905
2019-05-09,89500,90100,87200,87200,427122
2019-05-08,88700,89600,88600,89000,214976
2019-05-07,90600,90700,89500,89600,277790
2019-05-03,91400,91500,90600,90900,224769
2019-05-02,91600,92300,91500,91800,199007
2019-04-30,92000,93300,91100,92200,274552
2019-04-29,92300,92400,91200,92000,250574
2019-04-26,93200,93200,91800,92300,318154
2019-04-25,96000,96000,93400,93700,375912
2019-04-24,95400,98800,94300,96000,957395
2019-04-23,95700,96100,94500,94700,403668
2019-04-22,93600,94000,92800,93600,267433
2019-04-19,94800,94900,93600,93900,166858
2019-04-18,95400,95400,94400,94600,194211
2019-04-17,94900,95300,93500,95100,354184
2019-04-16,96500,96500,94200,94900,307644
2019-04-15,93200,97200,93100,96600,829793
2019-04-12,92400,92900,91200,92100,315399
2019-04-11,92900,93300,92000,92000,321960
2019-04-10,93500,93500,92500,92700,250542
2019-04-09,96500,96800,93200,93500,321458
2019-04-08,93700,95800,93600,95400,471266
2019-04-05,92400,93400,92200,92800,200282
2019-04-04,92800,92800,91200,92000,231304
2019-04-03,90100,92900,90100,92800,375686
2019-04-02,90900,91400,90100,90300,158190
2019-04-01,89900,91000,89800,90500,265034
2019-03-29,90100,90900,88500,89600,457934
2019-03-28,91000,91200,90200,90500,270407
2019-03-27,92300,92700,91100,91500,280320
2019-03-26,93800,93900,91600,92300,408263
2019-03-25,95200,95200,93200,93700,289574
2019-03-22,96400,97400,96100,96100,171871
2019-03-21,96900,97800,96800,97200,304909
2019-03-20,96100,97000,95500,96600,239630
2019-03-19,97200,98000,96700,97000,246337
2019-03-18,96600,97100,95400,96500,216406
2019-03-15,95200,96800,95000,96400,465707
2019-03-14,93400,95400,93200,94900,505364
2019-03-13,92700,92700,91000,92300,382007
2019-03-12,93000,93800,92300,92800,350988
2019-03-11,96400,97100,91500,92400,969225
2019-03-08,97200,97800,94800,96300,1327758
2019-03-07,105000,105000,102000,102000,284850
2019-03-06,103000,105000,102500,105000,573614
2019-03-05,100500,102500,100000,102000,288537
2019-03-04,99800,102000,99700,100500,302072
2019-02-28,102500,102500,99600,100000,447986
2019-02-27,100500,102000,99900,102000,229852
2019-02-26,100000,100500,98700,99700,416555
2019-02-25,102000,103000,100000,100500,318951
2019-02-22,102000,103000,101000,102000,322160
2019-02-21,104000,104500,101000,102000,458102
2019-02-20,107500,108500,102000,104500,927433
2019-02-19,110000,111000,107000,107500,247464
2019-02-18,106000,111000,106000,109000,638492
2019-02-15,104000,105500,104000,105500,184990
2019-02-14,104000,105000,102500,105000,274600
2019-02-13,102500,104500,101500,104000,280209
2019-02-12,104000,104000,101000,101500,323825
2019-02-11,102500,103500,102000,103500,172719
2019-02-08,103500,104000,100000,102000,239135
2019-02-07,105000,105500,104000,104500,166894
2019-02-01,104500,106000,104000,104500,211714
2019-01-31,104500,106000,103000,104500,288329
2019-01-30,103500,105000,102000,103500,372861
2019-01-29,98000,103500,97200,103000,534198
2019-01-28,99200,99800,98400,99000,244559
2019-01-25,97500,99900,97300,99400,227035
2019-01-24,98600,98700,97300,97800,288757
2019-01-23,99200,99300,97100,98700,291996
2019-01-22,99500,100500,99100,100000,153103
2019-01-21,100500,101000,99000,99600,248745
2019-01-18,98100,98600,97000,98200,202213
2019-01-17,97200,98600,96700,98000,249580
2019-01-16,96800,96800,95700,96500,244733
2019-01-15,97800,97800,96200,96700,324777
2019-01-14,97500,99300,97100,98200,259674
2019-01-11,97600,98400,95800,98000,217899
2019-01-10,97100,97800,96200,96900,407369
2019-01-09,94700,95800,93200,94800,387434
2019-01-08,97500,98200,93200,93500,400438
2019-01-07,94400,97900,94200,96300,515176
2019-01-04,90400,92800,90400,92600,392089
2019-01-03,92000,92000,90300,91000,326750
2019-01-02,97300,97300,91100,91300,665046
