date,open,high,low,close,volume
2019-06-25,26000,26150,25600,25650,645978
2019-06-24,26350,26400,25900,26050,811326
2019-06-21,25850,26200,25700,26200,1516992
2019-06-20,25900,26100,25700,25850,884367
2019-06-19,25750,26100,25550,25600,1274257
2019-06-18,25400,25500,25250,25400,616871
2019-06-17,25550,25600,25100,25350,1150511
2019-06-14,26000,26050,25500,25500,1589204
2019-06-13,26450,26650,26000,26100,1679278
2019-06-12,26250,26350,25850,26300,1171517
2019-06-11,25250,26350,25200,26200,1851609
2019-06-10,25700,25850,25150,25350,1522660
2019-06-07,25750,25900,25350,25700,876275
2019-06-05,26050,26250,25550,25700,1323879
2019-06-04,26600,26600,26000,26000,1594929
2019-06-03,26350,27000,26150,26650,2755334
2019-05-31,25150,26450,25100,26000,3100087
2019-05-30,24700,25050,24600,24950,815765
2019-05-29,25050,25200,24500,24700,1433905
2019-05-28,25050,25250,24850,25100,1453606
2019-05-27,25600,25600,24950,25000,1057929
2019-05-24,25450,25950,25400,25500,1745582
2019-05-23,25100,25500,24800,25200,1094005
2019-05-22,25100,25650,25050,25100,1128442
2019-05-21,25200,25350,25000,25050,1281425
2019-05-20,25450,25650,25050,25400,1176541
2019-05-17,25900,25950,25400,25450,1473822
2019-05-16,26150,26200,25700,25750,1769538
2019-05-15,26300,26600,25900,26300,2652931
2019-05-14,26950,27000,26600,26850,1370330
2019-05-13,27000,27350,26800,27150,1147223
2019-05-10,27050,27550,27000,27300,1116012
2019-05-09,27550,27600,27050,27050,1904601
2019-05-08,27700,27850,27500,27750,891297
2019-05-07,27600,28000,27500,27950,911691
2019-05-03,28350,28350,27700,27800,1571926
2019-05-02,28200,28400,27900,28050,1187976
2019-04-30,28700,28750,28150,28300,1054828
2019-04-29,28200,28750,27900,28700,1407157
2019-04-26,27900,28850,27850,27900,2137682
2019-04-25,28150,28300,27700,27850,1004839
2019-04-24,28700,28700,28000,28150,1651613
2019-04-23,28900,28900,28550,28700,968193
2019-04-22,28950,29100,28800,28900,743003
2019-04-19,28900,29050,28650,28850,932884
2019-04-18,28900,29200,28700,28850,1318421
2019-04-17,29450,29450,28750,28900,1342285
2019-04-16,29100,29400,29000,29300,950315
2019-04-15,29150,29250,29000,29150,914217
2019-04-12,29350,29450,28950,29100,1135027
2019-04-11,29650,29650,29100,29200,1509883
2019-04-10,28800,29650,28250,29650,2336272
2019-04-09,29150,29450,28750,28750,1322040
2019-04-08,28750,29400,28300,29400,2876412
2019-04-05,29900,30150,29100,29200,3539071
2019-04-04,30300,30350,29850,30150,1176497
2019-04-03,30100,30350,30000,30300,2477103
2019-04-02,30300,30600,29900,30250,1243815
2019-04-01,29750,30400,29550,30350,1939686
2019-03-29,30000,30300,29750,29900,2496901
2019-03-28,31050,31300,30500,30650,1217861
2019-03-27,31550,31650,31100,31350,718781
2019-03-26,31550,32000,31550,31550,644953
2019-03-25,32050,32200,31500,31650,1063764
2019-03-22,31900,32250,31700,31950,1140285
2019-03-21,32200,32400,31750,31900,1797470
2019-03-20,33300,33450,32050,32400,2235962
2019-03-19,34150,34500,33300,33450,1576898
2019-03-18,35050,35150,34300,34450,950547
2019-03-15,35200,35600,35100,35400,1416813
2019-03-14,35100,35500,34900,35450,1187935
2019-03-13,35000,35150,34600,35100,833264
2019-03-12,35350,35500,35200,35500,818838
2019-03-11,34650,35200,34350,35000,730542
