date,open,high,low,close,volume
2019-06-25,118000,119000,116500,117000,57312
2019-06-24,117500,118500,116500,117500,88008
2019-06-21,117500,119500,115000,117000,219192
2019-06-20,122000,122500,118000,118000,105560
2019-06-19,118500,122500,118000,121500,184803
2019-06-18,119000,119500,117000,118000,113217
2019-06-17,120000,120000,117000,118500,79353
2019-06-14,119000,121000,117500,119000,118507
2019-06-13,118000,120000,116000,120000,180830
2019-06-12,118000,121000,116000,117500,138824
2019-06-11,118000,119000,116000,118500,97164
2019-06-10,118500,119500,114500,118000,145944
2019-06-07,116000,119500,114500,117500,215673
2019-06-05,115500,117500,112500,116000,198583
2019-06-04,109500,114500,109500,113000,201268
2019-06-03,103500,108000,102000,108000,143608
2019-05-31,104500,105500,102000,103500,94629
2019-05-30,102500,105500,101500,105000,114483
2019-05-29,103000,103500,100500,102000,106911
2019-05-28,102500,104500,101000,103000,163433
2019-05-27,102500,103500,101500,103000,68578
2019-05-24,104000,106000,102000,103000,96217
2019-05-23,102500,104500,102000,104000,64849
2019-05-22,103500,105000,101000,104000,68671
2019-05-21,102000,104000,101000,103000,104652
2019-05-20,103000,104000,101500,102500,55236
2019-05-17,102500,105000,101500,103000,91941
2019-05-16,102000,103000,100500,101500,114861
2019-05-15,96200,102500,95100,102000,166373
2019-05-14,96100,97600,95000,95800,107749
2019-05-13,95200,96500,93900,94600,74684
2019-05-10,98400,99200,95600,96400,80779
2019-05-09,99300,100500,96300,96300,150514
2019-05-08,99600,100500,98700,99600,138644
2019-05-07,97200,99600,95800,99600,141572
2019-05-03,97400,98900,97100,98700,113035
2019-05-02,98500,98600,96000,96800,187428
2019-04-30,97500,97500,95900,96800,98136
2019-04-29,94800,97000,94500,97000,89347
2019-04-26,93800,94400,92700,94400,71029
2019-04-25,93800,93900,92300,93500,66752
2019-04-24,94200,94900,92300,93000,88231
2019-04-23,93400,94700,92600,94000,86126
2019-04-22,93100,93800,92200,93400,59856
2019-04-19,94300,94900,93400,93500,61883
2019-04-18,96900,97200,93500,93700,166401
2019-04-17,98300,98300,96300,97500,59829
2019-04-16,96300,98000,96000,97600,59547
2019-04-15,96600,97700,96100,96800,65186
2019-04-12,97600,97600,96000,97000,61151
2019-04-11,97300,97800,96100,97200,91998
2019-04-10,97400,98500,95600,96900,176326
2019-04-09,97700,99000,97400,97900,90480
2019-04-08,99600,99800,98200,98700,61455
2019-04-05,98000,99600,97000,99600,101093
2019-04-04,99200,99200,96600,97900,87107
2019-04-03,96000,97900,95100,97200,77396
2019-04-02,97200,99200,96400,96700,114726
2019-04-01,96200,98400,95800,98200,119552
2019-03-29,94400,96400,93500,96400,124819
2019-03-28,94100,95000,92600,93100,77678
2019-03-27,93200,95100,92600,94700,86385
2019-03-26,93000,94000,92200,93100,53705
2019-03-25,94300,94300,91800,92500,69146
2019-03-22,92500,94400,92500,94300,89176
2019-03-21,95100,96500,92600,93500,110948
2019-03-20,95500,96000,94700,95800,88385
2019-03-19,96400,96500,95000,95200,87055
2019-03-18,95300,95500,93400,94900,62264
2019-03-15,92800,95800,92000,94300,184655
2019-03-14,93400,93700,91400,92300,128873
2019-03-13,92400,93000,91300,92400,97994
2019-03-12,94300,94800,91800,92200,100469
2019-03-11,92800,94200,92200,94200,82282
2019-03-08,93400,94000,91600,91700,88078
2019-03-07,95800,97200,93800,94100,117612
2019-03-06,94200,95300,92600,95100,126034
2019-03-05,93100,94200,92200,93700,104830
2019-03-04,93600,95000,92700,93100,177783
2019-02-28,93900,95200,92900,93600,210516
2019-02-27,96700,97200,92500,93500,264870
2019-02-26,97500,97500,96300,96700,88256
2019-02-25,97600,97700,95800,97000,83692
2019-02-22,97800,98600,97100,97500,98616
2019-02-21,98300,98400,97000,97200,244151
2019-02-20,97400,98200,96400,97500,144917
2019-02-19,97300,98300,97300,97300,62406
2019-02-18,99500,99700,96900,98000,117170
2019-02-15,97500,100500,97400,99200,105342
2019-02-14,100500,100500,96700,98600,192803
2019-02-13,100500,102000,99300,99300,175543
