date,open,high,low,close,volume
2019-06-25,230500,233000,228000,231000,95144
2019-06-24,228500,232500,227500,229000,177873
2019-06-21,223000,227000,222000,226000,204380
2019-06-20,223500,224500,222000,224000,121384
2019-06-19,225000,225500,222500,223500,116054
2019-06-18,222000,224000,221000,223500,110784
2019-06-17,221500,224500,220500,220500,155634
2019-06-14,218000,221500,216000,220500,218962
2019-06-13,221500,224000,214500,216000,382356
2019-06-12,226500,228000,221500,223000,123904
2019-06-11,225000,228000,224000,225500,112516
2019-06-10,223000,226500,220500,225500,176237
2019-06-07,220000,224500,217500,220000,189024
2019-06-05,218500,222000,216000,220500,199646
2019-06-04,214000,223500,214000,217500,164214
2019-06-03,214000,220000,214000,217000,178661
2019-05-31,218000,220000,212500,217000,303658
2019-05-30,213500,222000,213000,221000,183125
2019-05-29,218500,221500,216500,217500,204658
2019-05-28,219500,220000,215500,217000,367016
2019-05-27,215500,221500,215000,219000,244020
2019-05-24,212000,215500,210500,214000,177470
2019-05-23,212500,214000,210000,212000,154302
2019-05-22,212000,213000,209500,211000,154425
2019-05-21,214000,215500,211500,212000,146671
2019-05-20,214500,218000,214000,217000,194202
2019-05-17,213500,215500,211000,212000,130038
2019-05-16,221000,223500,212000,212500,269750
2019-05-15,211000,215500,208000,213000,156237
2019-05-14,215000,217500,210500,212500,196877
2019-05-13,215000,218500,212500,214500,185969
2019-05-10,223500,225000,215000,219000,186765
2019-05-09,227500,230500,219500,219500,287796
2019-05-08,228500,232500,228500,230000,137471
2019-05-07,229000,238000,229000,233500,239384
2019-05-03,235500,237500,231500,233000,225747
2019-05-02,232000,240000,230000,237000,305273
2019-04-30,232500,234500,231000,232500,202907
2019-04-29,226500,236000,226000,234500,260452
2019-04-26,228500,228500,222500,226000,200629
2019-04-25,231000,232000,226500,228000,192626
2019-04-24,234000,235500,229000,232500,323852
2019-04-23,231000,234500,228000,234000,182821
2019-04-22,227000,230500,226000,229000,101227
2019-04-19,233500,234000,229000,229000,86128
2019-04-18,230000,240000,229500,233000,379164
2019-04-17,225500,229500,222000,229500,189138
2019-04-16,217500,225500,217000,225000,313202
2019-04-15,221500,224500,216000,217500,221694
2019-04-12,226000,226500,222500,223000,194785
2019-04-11,225000,226500,223000,226500,207467
2019-04-10,223000,226000,221000,226000,156979
2019-04-09,221500,225500,220000,224500,147330
2019-04-08,223000,227000,221500,223500,199073
2019-04-05,219500,225500,217500,225000,220957
2019-04-04,215000,219500,214500,218500,149577
2019-04-03,206000,215500,206000,215500,243849
2019-04-02,209000,210000,206000,207500,176075
2019-04-01,210000,211000,208500,211000,117275
2019-03-29,209500,211000,204500,208500,245770
2019-03-28,205500,209500,204500,209000,125651
2019-03-27,209000,210000,206500,208000,136094
2019-03-26,208000,211000,207000,210500,155296
2019-03-25,212000,212000,208000,208000,135415
2019-03-22,213500,216000,211000,214500,232552
2019-03-21,214500,216000,210500,213500,153710
2019-03-20,207500,215000,207000,215000,202400
2019-03-19,214000,215000,209000,213000,209318
2019-03-18,209500,214500,206500,213000,156581
2019-03-15,201500,209500,200500,207000,376469
2019-03-14,211000,211000,197500,200000,410472
2019-03-13,211000,211000,202000,207000,137139
2019-03-12,206500,209500,206500,208000,123978
2019-03-11,203500,206500,201000,205500,119911
2019-03-08,209000,209000,203000,204000,157539
2019-03-07,215000,217000,208500,210000,204990
2019-03-06,210500,214000,207500,213000,234174
2019-03-05,209500,210500,207000,210000,271580
2019-03-04,216500,217500,208500,212500,422495
2019-02-28,221000,224500,219000,220500,407384
2019-02-27,220000,222000,217000,221000,591208
2019-02-26,213500,218500,211500,213000,510196
2019-02-25,215000,217500,213000,214000,188208
2019-02-22,212000,217000,211500,213000,237777
2019-02-21,212500,216500,211000,214500,322897
2019-02-20,209500,213500,209000,210000,313845
2019-02-19,209500,210500,208500,209000,140054
2019-02-18,213000,213500,208000,210000,272761
2019-02-15,216500,217000,212000,214000,177426
2019-02-14,215500,218000,210500,218000,343277
2019-02-13,222000,223000,217500,218500,162454
2019-02-12,220000,225000,219500,222000,211222
2019-02-11,218000,223500,216500,219500,180612
2019-02-08,213000,220000,213000,218000,143844
2019-02-07,223500,224000,219500,221000,175558
2019-02-01,225500,227000,222500,224000,158081
2019-01-31,226000,226500,219500,225000,263647
2019-01-30,222500,224500,218500,224500,241733
2019-01-29,215000,222500,212500,221000,353140
2019-01-28,220500,220500,215000,217500,460844
2019-01-25,210500,214000,208500,208500,264026
2019-01-24,211000,215500,208000,214500,292037
2019-01-23,205500,215500,204000,215000,321733
2019-01-22,205000,206500,203500,205500,143839
2019-01-21,208500,211500,203500,205000,190077
2019-01-18,207000,212500,206000,210000,356368
2019-01-17,199500,211500,198000,207000,373169
2019-01-16,200000,203000,198000,200000,131657
2019-01-15,199000,203000,195500,202000,211778
2019-01-14,195500,197500,193000,195000,130372
2019-01-11,196000,198500,195000,196500,138285
2019-01-10,199000,200000,195500,196000,239761
2019-01-09,192500,204500,191500,202500,277391
2019-01-08,200500,201000,192000,193000,112903
2019-01-07,200000,200500,196000,198500,144186
2019-01-04,191000,202000,191000,199500,352671
2019-01-03,187000,194000,184000,192000,236692
2019-01-02,190500,191500,183000,185000,215479
2018-12-28,188500,192500,188500,190000,143178
2018-12-27,189000,193000,186500,188500,146869
2018-12-26,193500,194000,185500,190000,260543
2018-12-24,195000,198500,194000,197000,134838
2018-12-21,194000,196500,193000,195000,309481
2018-12-20,200000,202500,196500,200000,354985
2018-12-19,201500,207000,198500,205500,238458
2018-12-18,201000,201500,198500,200000,176452
2018-12-17,203000,203500,194500,201000,191113
2018-12-14,201000,201000,196500,199000,230837
2018-12-13,194000,203500,192000,201000,592157
2018-12-12,180000,195000,179000,193500,485527
2018-12-11,178000,180000,174500,177500,156828
2018-12-10,177000,181000,175500,180000,181255
2018-12-07,180000,182000,177500,181000,130643
2018-12-06,177500,180500,174000,179000,153458
2018-12-05,177500,179500,176000,177000,135384
2018-12-04,183000,183500,177000,179500,187512
2018-12-03,183000,185000,180000,181500,137431
2018-11-30,175500,184500,174000,180500,435192
2018-11-29,178000,179500,172500,173500,156706
2018-11-28,175000,177500,173000,176000,183892
2018-11-27,168000,175500,167500,174500,396585
2018-11-26,166000,169000,165500,167000,302321
2018-11-23,168500,170000,165000,167000,326300
2018-11-22,185000,185000,167000,169000,705244
2018-11-21,180500,186000,178000,185000,172473
2018-11-20,191500,192500,181000,184500,235831
2018-11-19,190500,192500,187500,191000,142024
2018-11-16,192000,194500,190500,193500,101143
2018-11-15,188000,193000,185500,191500,112223
2018-11-14,187500,192000,187000,190000,157205
2018-11-13,182000,188000,179000,186500,190077
2018-11-12,192000,192500,185000,186000,146973
2018-11-09,192000,198500,192000,193000,141838
2018-11-08,197000,198000,193000,193000,199959
2018-11-07,194500,199000,192000,193000,203610
2018-11-06,189500,196500,189000,195500,215540
2018-11-05,187000,191500,186500,188500,191947
2018-11-02,186000,190000,186000,188500,424064
2018-11-01,187000,191500,185000,187500,328587
2018-10-31,187500,192000,183500,190000,287841
2018-10-30,190000,195500,189500,191500,269327
2018-10-29,188000,194000,187000,189000,285393
2018-10-26,182000,192500,182000,188000,475642
2018-10-25,187000,190000,172500,182500,500682
2018-10-24,189500,192500,187500,191000,348405
2018-10-23,193000,195000,185500,187500,436598
2018-10-22,193000,197000,192000,195500,233922
2018-10-19,189500,194000,188500,193000,165407
2018-10-18,195000,196500,188500,191000,291817
2018-10-17,194000,198500,192500,198500,206485
2018-10-16,190500,195500,189000,191500,256210
2018-10-15,195500,197000,188000,190500,304782
2018-10-12,197000,197500,191500,195500,244661
2018-10-11,199000,202000,195000,195500,358876
2018-10-10,211000,211000,201500,205500,181623
2018-10-08,208000,212000,205000,208000,131297
2018-10-05,208500,209500,206000,208500,142461
2018-10-04,216000,218000,203500,209500,325337
2018-10-02,220000,223000,217500,218000,141137
2018-10-01,225000,226000,220000,221000,160689
2018-09-28,227000,229500,226000,228000,193492
2018-09-27,227500,228500,224500,227500,289050
2018-09-21,227000,227500,221000,223000,158571
2018-09-20,219500,226500,219500,224500,112037
2018-09-19,219000,221000,217500,221000,91988
2018-09-18,220500,221000,217000,220000,199384
2018-09-17,224000,224500,221000,222500,108966
2018-09-14,220500,226500,220500,226500,114740
2018-09-13,222500,223500,220000,221000,189480
2018-09-12,223000,223000,220500,222000,135920
2018-09-11,225000,226000,221500,222500,169946
2018-09-10,232500,237000,226000,227000,172142
2018-09-07,234500,240000,233500,237000,336510
2018-09-06,225000,233000,225000,231500,191522
2018-09-05,226500,229500,224000,226500,156231
2018-09-04,225000,228000,223000,226500,103520
2018-09-03,223500,228000,223500,226500,92301
2018-08-31,225000,226500,222000,224000,137691
2018-08-30,226500,227000,222000,223000,119006
2018-08-29,231000,231000,224500,226500,119997
2018-08-28,231000,232500,229000,231000,137576
2018-08-27,231000,232500,229000,230000,132308
2018-08-24,230000,232500,228000,232000,164608
2018-08-23,231000,231000,228000,230000,136096
2018-08-22,230500,232000,228000,229500,135387
2018-08-21,233000,235000,230000,231000,142076
2018-08-20,234000,235000,232000,235000,105324
2018-08-17,229500,232500,226500,232000,81940
2018-08-16,228000,232500,226000,232500,143166
2018-08-14,231500,233000,228000,230000,93989
2018-08-13,231500,234500,227000,231000,91229
2018-08-10,232500,234000,229000,231500,108892
2018-08-09,230000,233000,228000,233000,165783
2018-08-08,235000,240500,230000,231000,528047
2018-08-07,228000,228000,223000,224500,90197
2018-08-06,223500,230000,223500,227500,79586
2018-08-03,222500,226000,222000,224500,87520
2018-08-02,226500,229000,221500,223500,136823
2018-08-01,229000,231000,226500,228500,90169
2018-07-31,231000,231000,227500,228000,98193
2018-07-30,228500,230000,226000,229500,112845
2018-07-27,225500,231500,225500,228000,248302
2018-07-26,224000,227500,220500,223000,245872
2018-07-25,224000,229000,224000,226000,127419
2018-07-24,227500,227500,221500,226000,174760
2018-07-23,228500,231500,227000,229500,140170
2018-07-20,222000,228000,219000,227000,165713
2018-07-19,218500,223000,218500,222000,103903
2018-07-18,223500,224000,219000,221000,142083
2018-07-17,221500,225500,220500,223500,153034
2018-07-16,213000,224500,213000,222500,340854
2018-07-13,206500,216500,206000,215500,279643
2018-07-12,203500,209500,203000,208000,302165
2018-07-11,200500,204500,200500,202000,149249
2018-07-10,204000,206500,203000,205000,128623
2018-07-09,207500,208500,204500,206000,99131
2018-07-06,200500,209500,200500,205500,184527
2018-07-05,197000,201000,197000,200000,130579
2018-07-04,203000,205000,197500,198500,227267
2018-07-03,207000,208000,203000,205000,122216
2018-07-02,210500,212000,203500,205500,203404
2018-06-29,214500,215500,208000,212000,177310
2018-06-28,215500,216000,213000,214000,131608
2018-06-27,216000,218000,215000,215500,156627
2018-06-26,216500,218000,214500,218000,266685
2018-06-25,220000,220500,215000,216000,276167
2018-06-22,215500,218500,215000,217000,182137
2018-06-21,218000,220000,215500,217000,242401
2018-06-20,220500,220500,218000,219000,266410
2018-06-19,218500,222000,218000,221000,265262
2018-06-18,220500,221500,219000,220500,207317
2018-06-15,222500,222500,219000,219000,539275
2018-06-14,224000,225000,221000,223000,370143
2018-06-12,225000,227000,224000,226500,183802
2018-06-11,231000,232000,224500,226000,277130
2018-06-08,230000,231500,228000,230000,142218
2018-06-07,229500,232000,228000,231500,117781
2018-06-05,228000,229500,226000,227500,121218
2018-06-04,225000,233000,223500,231000,160646
2018-06-01,219500,227500,219000,226500,196650
2018-05-31,221000,221500,217000,218000,496730
2018-05-30,223000,224500,218500,220500,276826
2018-05-29,230000,231500,224000,225500,233787
2018-05-28,234500,234500,230000,231500,150006
2018-05-25,237500,237500,232500,234500,252405
2018-05-24,244500,245000,237000,239000,230720
2018-05-23,248500,250000,244000,247000,523019
2018-05-21,241000,244000,237500,241500,160148
2018-05-18,236000,239500,231500,239000,112260
2018-05-17,238000,239000,235000,237500,148274
2018-05-16,238000,239000,234500,237000,261360
2018-05-15,237500,241000,237500,238500,142993
2018-05-14,238000,242000,236000,240000,185015
2018-05-11,232500,238000,232000,237000,160885
2018-05-10,235000,237000,229000,231500,260513
2018-05-09,238500,238500,234500,235000,169553
2018-05-08,236500,240000,234000,235000,204230
2018-05-04,238000,239500,234000,235000,237103
2018-05-03,247000,248000,238500,240000,287847
2018-05-02,245000,255500,243000,243500,329216
2018-04-30,248000,249500,243000,248000,163901
2018-04-27,241500,249500,241000,246500,255100
2018-04-26,243500,249000,241000,241000,240291
2018-04-25,243000,247000,241000,244000,159692
2018-04-24,247500,250000,243500,245000,253726
2018-04-23,243500,245000,240500,243500,125683
2018-04-20,241000,246000,241000,243500,112551
2018-04-19,248500,248500,241500,243000,258837
2018-04-18,249000,251000,245500,248500,193627
2018-04-17,243500,252000,243500,248500,304530
2018-04-16,253000,253000,242500,245500,234745
2018-04-13,251500,253000,249500,250000,133074
2018-04-12,260500,261500,251500,251500,364527
2018-04-11,261500,264000,261000,262000,173875
2018-04-10,260000,264500,258500,263000,299354
2018-04-09,262000,262500,257500,260500,266775
2018-04-06,263000,264500,260000,262000,270168
