date,open,high,low,close,volume
2019-06-25,20650,21150,20650,20850,215090
2019-06-24,21250,21250,20700,20700,216794
2019-06-21,20850,21150,20600,21000,346994
2019-06-20,21200,21300,20700,20850,448142
2019-06-19,21300,21500,21150,21300,204404
2019-06-18,21800,21850,21200,21200,552783
2019-06-17,21800,22150,21650,21750,370959
2019-06-14,21450,22150,21450,21800,405784
2019-06-13,21500,22050,21450,21800,591998
2019-06-12,21400,21850,21400,21500,384888
2019-06-11,21400,21650,21200,21600,254484
2019-06-10,21500,21700,21050,21500,295560
2019-06-07,21550,21800,21300,21400,398033
2019-06-05,20850,21650,20750,21400,856217
2019-06-04,20350,20900,20350,20550,323346
2019-06-03,20200,21000,20150,20350,625063
2019-05-31,20100,20400,19750,20000,215588
2019-05-30,20050,20450,20050,20100,251047
2019-05-29,20550,20550,19850,20100,295704
2019-05-28,20650,20750,20400,20500,205775
2019-05-27,20750,20800,20400,20550,246328
2019-05-24,20700,21000,20550,20750,341110
2019-05-23,20450,20900,20250,20850,393203
2019-05-22,20500,20600,20150,20450,241576
2019-05-21,20400,20650,20300,20450,163534
2019-05-20,20750,20750,20300,20600,241605
2019-05-17,20800,20900,20350,20500,225742
2019-05-16,21150,21350,20550,20750,518398
2019-05-15,20550,21400,20450,21300,800910
2019-05-14,19750,20550,19700,20400,408961
2019-05-13,19800,20350,19700,20150,319248
2019-05-10,19550,20300,19550,20000,268515
2019-05-09,20050,20150,19500,19500,357822
2019-05-08,20000,20300,20000,20050,153072
2019-05-07,20000,20500,19900,20400,254651
2019-05-03,20300,20350,20050,20250,208845
2019-05-02,20150,20400,20100,20300,270819
2019-04-30,20500,20600,20150,20300,319635
2019-04-29,20250,20600,20000,20550,581332
2019-04-26,19650,20400,19650,20100,951983
2019-04-25,19800,19850,19350,19600,430696
2019-04-24,18750,19700,18700,19600,2091395
2019-04-23,18250,18650,18200,18600,540016
2019-04-22,17950,18350,17750,18250,384309
2019-04-19,17400,17850,17350,17800,256992
2019-04-18,17700,17750,17350,17400,294262
2019-04-17,17900,18050,17600,17700,214991
2019-04-16,18100,18200,17800,17850,244510
2019-04-15,18250,18350,18100,18150,201763
2019-04-12,18300,18300,18050,18250,170079
2019-04-11,18250,18400,18050,18150,181190
2019-04-10,17900,18300,17900,18250,107317
2019-04-09,18200,18300,17800,17950,232625
2019-04-08,18350,18400,18050,18150,94599
2019-04-05,18650,18800,18250,18300,179623
2019-04-04,18400,18700,18200,18650,159518
2019-04-03,18050,18400,18000,18400,122617
