date,open,high,low,close,volume
2019-06-25,99400,99700,99200,99500,88197
2019-06-24,99800,100000,99200,99400,142055
2019-06-21,99700,100000,99400,99400,320241
2019-06-20,100500,100500,99600,99900,191391
2019-06-19,100500,101000,100000,100500,170191
2019-06-18,100500,101000,100000,100500,192481
2019-06-17,100500,101000,100000,100500,231041
2019-06-14,100500,101000,100000,100500,220022
2019-06-13,100500,101000,99700,101000,359589
2019-06-12,100500,101500,100000,100500,255638
2019-06-11,101000,101500,100500,100500,211755
2019-06-10,101500,102000,100500,101000,253021
2019-06-07,101000,101500,100000,101000,221946
2019-06-05,100500,101000,99500,100500,186300
2019-06-04,100500,101000,99700,99700,204596
2019-06-03,100000,100500,99300,100500,244881
2019-05-31,100000,101000,99100,101000,222705
2019-05-30,99100,99900,98500,99900,220587
2019-05-29,99500,99900,98000,98500,258276
2019-05-28,100000,100500,98700,99400,721397
2019-05-27,101500,101500,99200,100000,225518
2019-05-24,101500,102500,101000,101500,154803
2019-05-23,100500,102000,100000,102000,232365
2019-05-22,102500,103000,100500,101000,333240
2019-05-21,103000,104500,102000,103500,325766
2019-05-20,100500,103000,100000,103000,311948
2019-05-17,100000,101000,99300,100000,189348
2019-05-16,99500,100500,99100,99500,294312
2019-05-15,100000,100500,98800,100000,224028
2019-05-14,100000,101000,99300,99300,361379
2019-05-13,100500,101500,100000,100000,175103
2019-05-10,99000,101500,98900,101000,491541
2019-05-09,100500,101500,98300,98300,533209
2019-05-08,100000,101000,99900,100500,202427
2019-05-07,100000,100500,100000,100000,268065
2019-05-03,100500,101500,100000,100500,184408
2019-05-02,101000,101500,100500,100500,337061
2019-04-30,102000,103500,101500,102000,285969
2019-04-29,102000,102500,101500,102500,137984
2019-04-26,102000,102500,101000,102000,285857
2019-04-25,101500,103000,101500,102000,137065
2019-04-24,101500,103000,101500,102000,279457
2019-04-23,102000,102000,101000,101500,199247
2019-04-22,101000,102000,100500,102000,160506
2019-04-19,101500,102000,101000,101500,120893
2019-04-18,103000,103000,101500,102000,196338
2019-04-17,103500,103500,102000,102500,209490
2019-04-16,101000,105000,101000,104000,349941
2019-04-15,101000,102000,101000,101000,170119
2019-04-12,101000,101500,100500,101000,176474
2019-04-11,102000,102500,100000,101000,480951
2019-04-10,101500,102500,101500,102500,222076
2019-04-09,103500,104000,102000,102000,216458
2019-04-08,104000,105000,103000,103500,240132
2019-04-05,103500,104500,103000,104000,126250
2019-04-04,104500,105000,103000,103500,226770
2019-04-03,104500,105000,103500,104500,227044
2019-04-02,104500,105000,104000,105000,155921
2019-04-01,104500,106000,104000,105000,172720
2019-03-29,105000,106000,103000,103500,319292
2019-03-28,104500,106500,104500,106000,173051
2019-03-27,107000,107500,105000,106500,223859
2019-03-26,106000,108000,105000,107500,229381
2019-03-25,106000,107000,104000,105000,230670
2019-03-22,104500,106000,104500,106000,231021
2019-03-21,106500,107000,104500,105500,343007
2019-03-20,107500,108500,105500,107500,238489
2019-03-19,109000,109500,107000,108000,267401
2019-03-18,107500,109000,107000,109000,151373
2019-03-15,105000,108000,105000,107000,373473
2019-03-14,104500,106500,103500,105500,529199
2019-03-13,103000,106500,103000,106500,335669
2019-03-12,109000,109000,104500,105500,448192
2019-03-11,108000,109500,106500,109500,323426
2019-03-08,105500,107000,105000,107000,373114
2019-03-07,107000,108000,106000,107500,307626
2019-03-06,106500,108000,105000,107000,246525
2019-03-05,106000,106500,105000,106000,287751
2019-03-04,108500,109000,106000,106500,450740
2019-02-28,104500,107000,103500,105500,532573
2019-02-27,101500,105000,100500,104000,384521
2019-02-26,102000,102500,100500,101000,236084
2019-02-25,102500,103000,101000,102500,258726
2019-02-22,101500,102500,100500,102000,337226
2019-02-21,99600,101500,99000,101000,438017
2019-02-20,98900,99500,98300,99500,239016
2019-02-19,99400,99600,98600,98900,163067
2019-02-18,99400,99800,98800,99700,173780
2019-02-15,98900,99700,98700,99300,209194
2019-02-14,98400,99500,97900,99500,344089
2019-02-13,98000,99100,97700,99100,328073
2019-02-12,98700,98700,97800,97900,251522
2019-02-11,99100,99100,98300,98400,261146
2019-02-08,99200,99400,98500,98600,250757
2019-02-07,99200,99800,98500,98500,309799
2019-02-01,100000,100000,98500,98900,333834
2019-01-31,100000,100500,99100,99100,384678
2019-01-30,100000,100500,99500,99800,269377
2019-01-29,100000,100000,99500,99600,334864
2019-01-28,100000,100500,99200,99600,344101
2019-01-25,101500,102500,100500,101000,340319
2019-01-24,101500,103500,101000,103000,351771
2019-01-23,102500,103500,101500,102500,255066
2019-01-22,100500,101500,100500,101500,164844
