date,open,high,low,close,volume
2019-06-25,42500,42700,41750,41800,159366
2019-06-24,42000,42750,42000,42250,276477
2019-06-21,41850,42100,41450,41700,327567
2019-06-20,42150,42200,41750,41950,190137
2019-06-19,42000,42550,42000,42150,195631
2019-06-18,41600,41900,41400,41750,153266
2019-06-17,42150,42150,41350,41600,133582
2019-06-14,41900,41900,41400,41700,258294
2019-06-13,42300,42350,41350,42050,322493
2019-06-12,41800,43050,41700,42200,446599
2019-06-11,40850,41750,40700,41750,201692
2019-06-10,40300,40850,40150,40850,292974
2019-06-07,40550,40800,39500,40100,545217
2019-06-05,41100,41400,40550,40650,251551
2019-06-04,41150,41900,40800,40900,362033
2019-06-03,40700,41300,40250,41150,298849
2019-05-31,41000,41250,40650,40800,231878
2019-05-30,40700,40950,40450,40950,175398
2019-05-29,41150,41150,40350,40500,190691
2019-05-28,40650,41300,40650,41150,575368
2019-05-27,40200,41050,40100,40700,281719
2019-05-24,40000,40700,39950,40300,296833
2019-05-23,40900,41050,40200,40250,299119
2019-05-22,41200,41350,40750,40900,250011
2019-05-21,41300,41550,40700,41050,279390
2019-05-20,41600,42250,41400,41500,135676
2019-05-17,42100,42250,41700,41700,173444
2019-05-16,42850,43200,41900,41950,257500
2019-05-15,42600,42950,42200,42650,162699
2019-05-14,42650,42950,42100,42400,208021
2019-05-13,43000,43100,42500,42650,175145
2019-05-10,43000,44150,42850,43200,302156
2019-05-09,44700,44700,43250,43250,413729
2019-05-08,44250,44850,44250,44700,156195
2019-05-07,44700,44900,44450,44750,279727
2019-05-03,46050,46050,45100,45100,272947
2019-05-02,45700,46050,45450,45850,237798
2019-04-30,46900,47150,46000,46300,270187
2019-04-29,45800,47350,45600,47350,222099
2019-04-26,46550,46700,45700,45800,324703
2019-04-25,46300,47100,46300,46950,144306
2019-04-24,47900,48050,46800,46900,239984
2019-04-23,47850,48100,47550,47800,114796
2019-04-22,48000,48300,47500,47900,146485
2019-04-19,49150,49400,48100,48250,248817
2019-04-18,48000,50200,48000,48950,563844
2019-04-17,48250,48450,47750,48400,270530
2019-04-16,47800,48250,47800,48250,169895
2019-04-15,48200,48350,47750,48150,156677
2019-04-12,47850,48300,47450,48150,170624
2019-04-11,48300,48400,47600,47850,227124
2019-04-10,47450,48250,47000,48250,223811
2019-04-09,47800,48200,47400,47450,218323
2019-04-08,47700,48150,47350,48150,208324
2019-04-05,47800,47800,47450,47700,175248
2019-04-04,47200,47800,47000,47450,215419
2019-04-03,46250,47600,46200,47350,264161
2019-04-02,46500,46950,46350,46800,231418
2019-04-01,45000,46800,45000,46700,304864
2019-03-29,44550,45100,44200,44900,362931
2019-03-28,44650,44950,44000,44850,227757
2019-03-27,44650,44900,44200,44650,139411
2019-03-26,44800,45300,44250,44500,245064
2019-03-25,45500,45550,44800,44800,217121
2019-03-22,46000,46500,45500,45650,251869
2019-03-21,47100,47600,45850,46000,316777
2019-03-20,46800,47150,46550,46900,179228
2019-03-19,46950,47150,46550,46900,205149
2019-03-18,47000,47250,46400,46950,171274
2019-03-15,46500,47700,46400,46750,561670
2019-03-14,47400,47400,46450,46600,270305
2019-03-13,46400,46950,46050,46600,202598
2019-03-12,46400,46800,46150,46400,172000
2019-03-11,45700,46300,45400,46000,256970
2019-03-08,46800,46800,46050,46050,246020
