date,open,high,low,close,volume
2019-06-25,41950,42050,41600,41650,75842
2019-06-24,41400,42100,41400,42000,117704
2019-06-21,42150,42450,41200,41200,280233
2019-06-20,42200,42600,42000,42250,103914
2019-06-19,42050,42450,42000,42000,143361
2019-06-18,41700,42050,41550,42000,154822
2019-06-17,42150,42200,41750,41750,85499
2019-06-14,42200,42200,41500,42200,144336
2019-06-13,42400,42400,41500,42100,265923
2019-06-12,42600,42750,41850,42450,221386
2019-06-11,41750,42600,41550,42500,253401
2019-06-10,41400,41750,41200,41650,137270
2019-06-07,40850,41400,40500,41400,195674
2019-06-05,41400,41500,40750,40750,231498
2019-06-04,41250,42100,41150,41300,247392
2019-06-03,41300,41800,40850,41250,182957
2019-05-31,41150,41600,40800,41300,195854
2019-05-30,40550,41350,40200,40950,173427
2019-05-29,40400,40900,40350,40600,181650
2019-05-28,41150,41400,40200,40200,390787
2019-05-27,40900,41450,40250,41100,131635
2019-05-24,40800,41550,40700,40900,170673
2019-05-23,41700,42000,40800,41300,257482
2019-05-22,42150,42250,41600,42100,148040
2019-05-21,41800,42350,41550,42000,233876
2019-05-20,41300,42400,41150,41800,283135
2019-05-17,41600,41800,41150,41300,144662
2019-05-16,41500,41800,41050,41600,188138
2019-05-15,41500,41800,40600,41750,201262
2019-05-14,39600,41500,39400,41500,390552
2019-05-13,41000,41000,39700,39850,431155
2019-05-10,41050,41700,40600,41100,260128
2019-05-09,41700,42000,40800,40800,312590
2019-05-08,42000,42200,41600,41850,187071
2019-05-07,42000,42250,41200,42050,298808
2019-05-03,42950,43000,41550,41950,915198
2019-05-02,45700,45900,42550,42950,1635597
2019-04-30,46250,46800,46150,46150,199097
2019-04-29,46900,47100,45950,46350,306113
2019-04-26,46250,46900,46000,46500,167591
2019-04-25,47350,47450,46000,46100,341535
2019-04-24,48550,48600,47300,47350,405999
2019-04-23,47750,48800,47100,48450,422026
2019-04-22,47400,47400,46650,46850,200843
2019-04-19,45900,47450,45800,47200,364277
2019-04-18,45900,46250,45600,45800,244527
2019-04-17,46550,46550,45700,45900,266616
2019-04-16,45750,46400,45600,46250,284119
2019-04-15,46000,46350,45950,46000,199336
2019-04-12,46450,46450,45800,46100,250680
2019-04-11,46650,46800,46300,46450,255532
2019-04-10,46800,46850,45650,46450,427927
2019-04-09,48300,48650,47000,47050,335867
2019-04-08,48200,48700,47750,48300,261372
2019-04-05,48050,48350,47550,47750,179993
2019-04-04,48850,48850,47650,48000,345301
2019-04-03,46850,49000,46500,48950,540088
2019-04-02,47150,47150,46300,46750,217741
2019-04-01,45350,47250,45300,47150,317621
2019-03-29,45000,45450,44650,45100,266056
2019-03-28,45350,45600,44800,44950,279869
2019-03-27,46600,46800,45200,45800,306252
2019-03-26,46200,46950,45500,46550,273595
2019-03-25,47100,47300,46100,46100,231180
2019-03-22,48350,48600,47250,47400,230301
2019-03-21,49050,49100,48200,48350,217322
2019-03-20,49900,49950,48800,49100,198745
2019-03-19,50400,50600,50000,50200,87298
2019-03-18,50600,50700,49750,50400,70305
2019-03-15,50500,51200,50000,50400,228905
2019-03-14,50500,51500,50000,50800,242720
2019-03-13,50100,50300,49400,50100,123245
2019-03-12,50000,50300,49450,49600,87033
2019-03-11,49850,49900,49400,49700,84994
2019-03-08,49850,50400,49500,50200,121750
2019-03-07,51100,51400,49750,50100,138389
2019-03-06,51700,51700,50500,51000,138484
2019-03-05,50700,51100,49950,51100,130369
2019-03-04,50700,51700,49650,50300,312487
2019-02-28,53000,53000,50100,50100,366351
2019-02-27,52900,53300,52200,52600,132033
2019-02-26,53300,53500,52000,52600,228720
2019-02-25,53700,53900,52700,52900,114621
2019-02-22,54600,54900,52900,53300,225505
2019-02-21,54400,54800,53900,54200,102225
2019-02-20,54000,54800,53800,54200,134831
2019-02-19,54100,54500,53500,53900,114760
2019-02-18,54000,54400,53500,53800,127195
2019-02-15,54300,54700,53900,54300,86270
2019-02-14,53900,54700,53400,54700,118187
2019-02-13,53800,54400,53400,54200,132422
2019-02-12,54200,54200,52900,53300,122381
2019-02-11,54400,54400,53500,53900,92302
2019-02-08,53700,54300,53100,54000,104227
2019-02-07,54500,54500,53300,53800,96011
2019-02-01,54000,54500,53200,53900,138030
2019-01-31,54700,54700,53600,54100,158728
2019-01-30,53900,54300,53500,54300,161580
2019-01-29,53000,53300,52100,53200,133841
2019-01-28,52300,53300,52200,53000,126826
2019-01-25,52300,53000,52100,52600,115974
2019-01-24,52700,53300,51800,52800,194376
2019-01-23,52900,53500,52500,53500,129137
2019-01-22,53700,54100,52600,53600,118397
2019-01-21,54800,54800,53100,53600,116153
2019-01-18,54000,54900,52700,53900,264443
2019-01-17,53600,54000,52000,53700,247743
2019-01-16,52600,53700,52300,53600,259256
2019-01-15,52200,53000,51300,52200,151791
2019-01-14,51900,52300,50700,52200,172629
2019-01-11,50000,52500,50000,52400,256739
2019-01-10,49550,50500,49250,50000,202438
2019-01-09,48600,49700,48600,49250,127776
2019-01-08,49050,49350,48300,48450,138438
2019-01-07,48850,49450,48100,49450,210998
2019-01-04,47300,48500,46950,48300,174955
2019-01-03,46500,47450,46400,47350,159210
2019-01-02,48250,48250,46150,46350,243327
2018-12-28,47600,48350,47400,48200,188794
2018-12-27,47300,48250,46000,48100,212814
2018-12-26,48050,48500,46450,46900,283239
2018-12-24,48300,49150,48100,48750,128984
2018-12-21,48750,48850,48050,48600,227067
2018-12-20,48700,49150,48150,49100,222361
2018-12-19,51000,51000,48450,48550,529428
2018-12-18,52200,52700,50600,51200,209686
2018-12-17,52500,52900,51700,52000,84968
2018-12-14,52600,53300,51200,52000,168275
2018-12-13,52800,53900,52200,52400,240348
2018-12-12,52700,53100,51500,52900,242309
2018-12-11,53000,53100,51400,52000,141911
2018-12-10,50500,53000,50400,53000,239151
2018-12-07,50000,51100,49950,50800,112149
2018-12-06,51300,51700,49850,50200,196283
2018-12-05,51600,52100,50800,51100,114661
2018-12-04,52800,53500,51400,52100,188334
2018-12-03,51200,52700,50500,52700,226045
2018-11-30,49900,51300,49900,51000,231264
2018-11-29,50800,51700,49750,49850,165705
2018-11-28,49150,50700,48950,50600,266708
2018-11-27,48800,49350,48650,48850,186136
2018-11-26,50000,50200,48150,48650,343099
2018-11-23,50100,50600,49750,50600,99132
2018-11-22,50200,50800,49550,50100,99266
2018-11-21,49400,50300,49250,50100,173105
2018-11-20,50300,51600,50000,50400,272037
2018-11-19,49500,50600,49300,50200,279367
2018-11-16,49150,49500,48200,49350,240898
2018-11-15,49200,49250,47000,48950,420956
2018-11-14,50700,51400,48500,49100,608420
2018-11-13,52800,52800,51200,52100,173756
2018-11-12,53100,53200,52000,52700,192909
2018-11-09,52500,54000,52100,53600,175290
2018-11-08,53000,53400,52300,52900,219750
2018-11-07,52300,53500,52100,52400,153891
2018-11-06,53600,54300,51600,52300,156367
2018-11-05,52800,53400,52000,53200,142428
2018-11-02,51400,53500,51200,53100,162980
2018-11-01,52100,52400,51200,51600,116957
2018-10-31,50800,52500,50100,52100,180084
2018-10-30,51000,51700,50100,51000,154180
2018-10-29,51000,53000,50300,51000,194766
2018-10-26,54500,54900,51400,51700,200765
2018-10-25,52200,54800,51900,54700,296946
2018-10-24,53600,53600,52300,52900,276077
2018-10-23,54300,54800,52900,53600,160010
2018-10-22,55700,55800,54600,55100,116086
2018-10-19,54600,55900,54200,55500,169394
2018-10-18,56900,57000,54200,55400,346243
2018-10-17,58000,58400,56800,57400,92288
2018-10-16,57900,58600,56300,57000,129272
2018-10-15,56800,58800,56600,57700,179220
2018-10-12,57800,58000,56300,57400,273738
2018-10-11,58600,59500,57000,58000,400221
2018-10-10,62200,62600,59700,60200,237570
2018-10-08,62800,63100,61700,62400,209723
2018-10-05,61200,62800,60300,62400,285590
2018-10-04,62600,62900,60200,61100,249719
2018-10-02,60500,63000,60200,62200,286295
2018-10-01,60200,61000,59400,60500,186783
2018-09-28,61300,61300,59400,60700,259974
2018-09-27,58500,61500,58200,61200,462806
2018-09-21,57200,58900,56600,58700,245582
2018-09-20,55700,57200,55500,56600,188754
2018-09-19,57100,57300,55700,56000,153232
2018-09-18,57600,57900,56500,56800,208939
2018-09-17,58000,58800,57700,58200,274342
2018-09-14,58400,59500,58000,58700,187310
2018-09-13,57400,58500,56700,58500,304936
2018-09-12,56300,57300,55500,57200,326554
2018-09-11,56400,56600,55700,56300,184001
2018-09-10,54100,56800,54100,56600,303729
2018-09-07,54500,54700,53300,54500,133240
2018-09-06,54300,54700,53700,54400,156250
2018-09-05,53400,54500,53200,53900,227671
2018-09-04,52500,53700,52200,53700,184665
2018-09-03,52400,52700,51700,52300,134218
2018-08-31,52500,53100,52400,52600,149735
2018-08-30,53700,53800,52100,52800,265542
2018-08-29,52800,53800,52700,53700,163003
2018-08-28,53000,53100,52300,52800,213980
2018-08-27,53300,53500,52700,52900,161689
2018-08-24,53700,54100,53100,53900,129646
2018-08-23,54100,54500,52200,53400,344234
2018-08-22,55000,55400,53600,53800,223085
2018-08-21,55300,55300,54700,55200,145892
2018-08-20,55100,55600,54700,55200,126059
2018-08-17,54700,55500,54400,54700,146792
2018-08-16,54900,55700,54400,54800,157393
2018-08-14,55300,55700,54200,54900,227611
2018-08-13,55100,57500,54700,55200,376105
2018-08-10,54800,55300,53300,55100,177589
2018-08-09,56100,56100,54300,54500,284580
2018-08-08,53900,55600,53900,55500,245949
2018-08-07,54500,54700,53400,54100,274745
2018-08-06,57300,57600,53800,54500,528215
2018-08-03,58400,58400,57200,57500,127848
2018-08-02,58900,59700,57500,57900,145916
2018-08-01,58300,59400,58000,59100,143757
2018-07-31,58200,58300,57200,58300,145132
2018-07-30,57400,58400,57400,57800,125902
2018-07-27,58300,58500,56500,57300,227973
2018-07-26,59000,59000,58100,58900,136039
2018-07-25,58300,59800,57600,58500,201603
2018-07-24,57400,59100,57400,58300,176031
2018-07-23,58400,59000,57400,57800,168585
2018-07-20,57100,58600,56300,58000,161037
2018-07-19,57900,58700,56600,57500,187189
2018-07-18,59500,59800,57600,58100,222355
2018-07-17,59400,60400,58300,59300,171512
2018-07-16,60900,61100,58800,59500,171272
2018-07-13,60600,61800,60400,61300,140301
2018-07-12,60400,61000,59600,60600,200914
2018-07-11,58600,60300,58400,60000,217904
2018-07-10,58200,59500,57700,59100,221268
2018-07-09,60000,60100,56900,57600,310660
2018-07-06,57400,60000,57300,59800,349950
2018-07-05,56900,58700,56700,57000,235932
2018-07-04,59000,59300,56500,57100,436323
2018-07-03,61400,61400,58400,59800,370034
2018-07-02,63800,63900,59200,60100,352264
2018-06-29,63400,64200,62000,64200,196408
2018-06-28,62900,64300,61500,62700,228014
2018-06-27,64200,64500,62300,62400,178898
2018-06-26,64300,64300,62800,63400,220625
2018-06-25,62400,64700,61200,64500,387818
2018-06-22,60500,63000,60500,61700,405433
2018-06-21,63200,63300,60100,60400,281398
2018-06-20,61600,63300,61400,63200,364995
2018-06-19,63400,63400,60500,61000,258611
2018-06-18,65000,65100,61600,62500,295470
2018-06-15,61300,64000,61200,64000,519189
2018-06-14,64600,64600,60700,60700,665509
2018-06-12,64300,65200,63900,64000,307127
2018-06-11,64700,65500,63700,64300,305649
2018-06-08,64700,65400,63200,63900,294514
2018-06-07,62600,64600,62400,64000,471815
2018-06-05,61300,62300,60300,61600,364448
2018-06-04,64000,64000,60300,60700,407732
2018-06-01,61800,64500,61300,62500,602617
2018-05-31,60200,61800,59300,60300,467428
2018-05-30,60300,60800,59300,60200,280363
2018-05-29,61000,61000,58300,60700,368103
2018-05-28,61000,62600,60000,60300,697343
2018-05-25,59200,60800,57700,58300,644695
2018-05-24,61400,63700,61400,62000,268054
2018-05-23,60500,62000,60400,61500,308431
2018-05-21,61700,61800,60400,60900,206476
